seed,N,n,p,K,r,m,phi,spatial_svd_time,spatial_svd_err,spatial_svd_acc,vanilla_svd_time,vanilla_svd_err,vanilla_svd_acc
9,200,1000,10,3,0.05,5,0.1,513.5533087230287,13.845397352511686,0.964,3.325800808146596,7.579765751798015,0.981
379,30,1000,10,3,0.05,5,0.1,561.5200513675809,11.972208676124534,0.966,3.405191034078598,11.688457085476584,0.896
18,100,1000,30,3,0.05,5,0.1,789.3960067392327,11.01547471386919,0.944,3.6663987888023257,8.366584435880867,0.93
88,50,1000,50,3,0.05,5,0.1,2193.012182175182,14.201363017247436,0.939,3.338430552277714,9.574736103683174,0.582
353,10,1000,10,3,0.05,5,0.1,673.6976892091334,8.068530660078208,0.957,3.4119714871048927,12.169112183265415,0.927
39,30,1000,50,3,0.05,5,0.1,1822.529311128892,13.336436169093645,0.947,3.282896756194532,12.042287098913716,0.569
26,10,1000,50,3,0.05,5,0.1,1216.5678326692432,9.071235229249297,0.953,3.288855452090502,22.03150881827914,0.492
319,30,1000,30,3,0.05,5,0.1,767.10354379192,10.293698600306069,0.976,3.4409996457397938,12.57189091045058,0.793
13,10,1000,50,3,0.05,5,0.1,5274.4929608488455,10.91819110964908,0.802,3.4101860392838717,16.58222680855207,0.342
390,10,1000,10,3,0.05,5,0.1,2096.5694538876414,8.911398229904325,0.949,3.2203580252826214,13.571630216915263,0.491
306,10,1000,30,3,0.05,5,0.1,3224.9776187352836,9.207231157268051,0.923,3.3449013456702232,14.017051250440176,0.596
317,30,1000,30,3,0.05,5,0.1,957.9251669049264,7.515566342823412,0.967,3.360961202532053,10.037095954697811,0.823
45,50,1000,50,3,0.05,5,0.1,1903.2539306562392,13.29889927887081,0.924,3.4413032815791667,11.463194994886951,0.602
308,10,1000,30,3,0.05,5,0.1,2549.601170372218,9.696137717470016,0.924,3.3408991061151028,17.670799358206835,0.545
5,10,1000,50,3,0.05,5,0.1,1474.8794705378823,10.532466320283774,0.945,3.3331663771532476,18.60702001576704,0.55
350,50,1000,30,3,0.05,5,0.1,989.3991835825144,14.85482114200289,0.967,3.411947589367628,10.934768838371983,0.779
381,30,1000,10,3,0.05,5,0.1,1126.2183759771287,12.42028935899978,0.962,3.1433485858142376,10.340014359987638,0.641
37,30,1000,50,3,0.05,5,0.1,2267.1147456392646,12.520871173516555,0.937,3.647251036949456,13.926885690511783,0.428
365,50,1000,30,3,0.05,5,0.1,828.7613886632025,9.10599931073915,0.957,2.8103656135499477,10.028313663744443,0.986
322,30,1000,30,3,0.05,5,0.1,1026.726469706744,9.928033417133898,0.952,3.164162300527096,15.743053792934182,0.665
70,50,1000,50,3,0.05,5,0.1,713.3622672939673,10.113497956049384,0.963,3.2577708610333502,9.158214278081138,0.897
28,10,1000,50,3,0.05,5,0.1,1375.82769528497,9.689524582484603,0.933,3.4272377667948604,19.21202842678492,0.494
347,10,1000,30,3,0.05,5,0.1,1716.6031968444586,11.709395288126029,0.931,3.2635659985244274,16.63246394976,0.433
358,30,1000,30,3,0.05,5,0.1,1785.1094826832414,10.12817832146795,0.903,3.3535996042191982,14.331845943008402,0.625
52,10,1000,50,3,0.05,5,0.1,1692.993912288919,7.165871566319472,0.965,3.3750384552404284,20.65929360622161,0.369
389,50,1000,10,3,0.05,5,0.1,478.0145797543228,7.765530840570557,0.968,3.5478227213025093,6.945509691023961,0.998
67,10,1000,50,3,0.05,5,0.1,1639.8737928322516,9.9691471285373,0.957,3.454268997069448,19.937701462673484,0.532
372,10,1000,30,3,0.05,5,0.1,1089.7753541506827,8.604118131726008,0.951,3.1172634847462177,16.50753809058863,0.63
78,30,1000,50,3,0.05,5,0.1,1522.0484344041906,14.818921329391236,0.959,3.405190378893167,13.814068778605492,0.663
31,50,1000,50,3,0.05,5,0.1,753.6228270060383,10.198797712962133,0.965,3.4386041876859963,13.453595478891309,0.877
363,30,1000,30,3,0.05,5,0.1,1208.4373073130846,12.036465556657069,0.954,3.1563435941934586,13.97251859127273,0.764
69,10,1000,50,3,0.05,5,0.1,1306.3457340947352,8.187486029352584,0.966,3.356386843137443,19.550074866545938,0.571
324,50,1000,30,3,0.05,5,0.1,945.5901241898536,9.607773744410348,0.974,3.6677313670516014,11.067950037443628,0.964
76,30,1000,50,3,0.05,5,0.1,1085.9257349958643,9.98708296960663,0.964,3.9413219168782234,13.71686536305657,0.795
349,10,1000,30,3,0.05,5,0.1,2605.514157369733,10.356657819298976,0.952,3.3807902112603188,16.12550582194836,0.499
311,50,1000,30,3,0.05,5,0.1,926.1974252015352,15.362260310142988,0.961,3.776571042835712,12.261071265573628,0.807
387,50,1000,10,3,0.05,5,0.1,536.0819058082998,11.983393278159973,0.96,3.847663193941116,8.177987154441187,0.939
356,30,1000,30,3,0.05,5,0.1,956.0482941716908,7.556716536812387,0.963,3.6033624671399593,12.633951476908353,0.956
15,30,1000,30,3,0.05,5,0.1,1121.073553781025,9.343884287332669,0.968,3.5923793837428093,13.027439756796284,0.748
347,50,1000,50,3,0.05,5,0.1,1095.3341780379417,10.093836778534504,0.958,2.818784862756729,11.33422789710937,0.841
83,30,1000,10,3,0.05,5,0.1,1092.6605190718549,11.001606485671328,0.859,3.532384755089879,9.450350696961856,0.709
23,200,1000,30,3,0.05,5,0.1,616.0902627157047,11.3513147634139,0.952,3.401042364072054,7.315086287498913,0.952
52,50,1000,30,3,0.05,5,0.1,825.8574097468518,8.024691797119157,0.968,3.18307114392519,10.27280871251117,0.987
67,50,1000,30,3,0.05,5,0.1,1018.1595654082485,9.250450988241246,0.957,3.3879344346933067,11.378436821910494,0.986
400,30,1000,10,3,0.05,5,0.1,999.8428982943296,10.907211088413971,0.934,3.1710822992026806,9.87200821198344,0.66
70,100,1000,30,3,0.05,5,0.1,592.3251007478684,9.632652277025745,0.968,3.1837115939706564,6.645611167782917,0.993
312,100,1000,10,3,0.05,5,0.1,443.30682618170977,9.183081317051892,0.965,3.2623253539204597,7.648294822605284,0.996
20,30,1000,30,3,0.05,5,0.1,1413.9408508269116,9.99524752509724,0.931,3.482789047062397,13.637816014161787,0.522
372,50,1000,50,3,0.05,5,0.1,926.0610461570324,7.902535519910192,0.957,3.1397658698260784,9.837523306520191,0.98
3,100,1000,50,3,0.05,5,0.1,1065.822610910982,11.954877113439284,0.967,3.4325864696875215,8.842899738420613,0.925
69,50,1000,30,3,0.05,5,0.1,544.4923133100383,6.8484663265216,0.98,3.2278406620025635,11.48405346076345,0.969
62,200,1000,30,3,0.05,5,0.1,685.2608480351046,12.030005843720332,0.972,3.391915342770517,8.907288597447758,0.997
31,10,1000,30,3,0.05,5,0.1,1537.6011686571874,9.04779423824192,0.961,3.400155512150377,16.839397835638753,0.521
324,10,1000,50,3,0.05,5,0.1,1908.3714126385748,11.397482912429316,0.955,3.1764587573707104,16.191909592929115,0.6
92,10,1000,10,3,0.05,5,0.1,1825.4489519121123,11.323197425825851,0.91,3.398323465138674,11.721214926041576,0.451
353,100,1000,10,3,0.05,5,0.1,496.5500539727509,8.275465147730946,0.955,3.4004126638174057,4.734208896147555,0.998
31,100,1000,30,3,0.05,5,0.1,909.5987585401164,9.595573052240129,0.951,3.357398515101522,7.353508420296089,0.996
311,10,1000,50,3,0.05,5,0.1,2727.3102907687426,11.624108137350945,0.921,3.338342737406492,16.181273712165197,0.305
349,50,1000,50,3,0.05,5,0.1,1533.5555788464844,9.431719783653222,0.964,3.189442250877619,13.928836558250758,0.58
3,30,1000,30,3,0.05,5,0.1,1227.437158629764,10.429717358371231,0.957,3.4316394049674273,12.648165495731376,0.731
333,50,1000,50,3,0.05,5,0.1,840.7395998723805,10.469764680463223,0.957,3.531693499535322,15.549451097004583,0.555
61,30,1000,30,3,0.05,5,0.1,943.2280712928624,7.232960296651278,0.982,3.475997758097946,9.928412326834062,0.928
26,50,1000,30,3,0.05,5,0.1,961.0906171570532,7.3825243519323855,0.969,3.3248328412882984,10.964131986337874,0.984
23,100,1000,10,3,0.05,5,0.1,895.0659769419581,10.407286540915756,0.947,3.0876318593509495,7.162236894274169,0.96
374,30,1000,50,3,0.05,5,0.1,993.151187311858,7.491532690399853,0.975,3.438366759568453,13.9396356417555,0.85
13,50,1000,30,3,0.05,5,0.1,1506.176003452856,12.726012317123727,0.935,3.588402207940817,12.765160856156635,0.665
341,30,1000,50,3,0.05,5,0.1,1334.9044942706823,10.043340503396175,0.969,3.469930976629257,14.95803401047027,0.826
306,50,1000,50,3,0.05,5,0.1,1189.9495229050517,9.84805649205659,0.939,3.2219034247100353,16.00580469119708,0.502
54,30,1000,30,3,0.05,5,0.1,851.443119417876,10.415733082645,0.977,3.482507615350187,14.934541735041938,0.569
53,100,1000,50,3,0.05,5,0.1,777.5811083200388,11.931638850959304,0.976,3.309380026999861,8.084366164485466,0.939
83,200,1000,50,3,0.05,5,0.1,1107.4089408088475,10.0141270884373,0.925,3.531451807823032,8.006030297658535,0.764
70,200,1000,10,3,0.05,5,0.1,468.2629573978484,9.64455680836194,0.949,3.634740509092808,4.246468592006049,0.998
85,50,1000,10,3,0.05,5,0.1,705.2087383107282,10.845821118093342,0.971,3.4863883992657065,7.100540823718548,0.948
45,10,1000,30,3,0.05,5,0.1,6863.90649552783,11.61994409261013,0.884,3.293274556286633,13.112149844468265,0.501
91,100,1000,50,3,0.05,5,0.1,791.4178548762575,10.455895036423282,0.956,3.430954313836992,7.710029245875467,0.963
41,200,1000,50,3,0.05,5,0.1,754.6511962730438,10.357545139258452,0.947,3.662544153165072,7.371699397898037,0.997
62,100,1000,10,3,0.05,5,0.1,435.21477959118783,12.469420362515484,0.974,3.678680439013988,8.591148447621725,0.994
350,10,1000,50,3,0.05,5,0.1,2835.677278034389,11.168845722326417,0.942,3.271444156765938,13.914527615631547,0.555
5,50,1000,30,3,0.05,5,0.1,735.680984001141,9.076904734656928,0.961,3.5660381009802222,9.713099508441433,0.956
365,10,1000,50,3,0.05,5,0.1,1340.7708542980254,9.786188003059497,0.95,3.283264897763729,18.119107257783245,0.62
31,200,1000,10,3,0.05,5,0.1,499.4682221948169,10.458962447519744,0.957,3.287369520869106,5.694426674818212,0.998
12,100,1000,50,3,0.05,5,0.1,1136.580161987804,9.67058133356122,0.968,3.736495084594935,8.15295732397244,0.995
28,50,1000,30,3,0.05,5,0.1,934.7931649959646,9.047422129029725,0.959,3.3791904291138053,9.649988165575737,0.978
70,10,1000,30,3,0.05,5,0.1,1054.1546112340875,9.695653711165642,0.942,3.2625645771622658,17.882409640574892,0.538
48,50,1000,10,3,0.05,5,0.1,421.28183036716655,9.643476493244624,0.944,3.2007413348183036,7.26060178875883,0.996
10,10,1000,10,3,0.05,5,0.1,838.2658025640994,7.601438683094713,0.969,3.236008323263377,16.681567035087678,0.562
99,30,1000,30,3,0.05,5,0.1,1268.9689255701378,11.586954345458627,0.93,3.380893155001104,14.654806125734885,0.575
86,10,1000,30,3,0.05,5,0.1,1282.4736949899234,10.238938085157171,0.961,3.255025469698012,18.808253200899937,0.465
37,200,1000,30,3,0.05,5,0.1,936.0543804699556,14.331510230776306,0.966,3.3907956639304757,6.772621108346104,0.867
385,100,1000,10,3,0.05,5,0.1,561.170915544033,9.38056441048513,0.983,3.518107410520315,5.409755836080118,0.997
8,10,1000,10,3,0.05,5,0.1,642.3106166413054,7.681972936583714,0.977,3.2623394201509655,14.399300374178736,0.636
306,100,1000,10,3,0.05,5,0.1,469.664462916553,10.992349303342284,0.941,3.164275087416172,7.796994561538993,0.988
64,100,1000,30,3,0.05,5,0.1,850.7607838176191,10.081267054899282,0.965,3.5401381999254227,7.537170172658001,0.991
5,200,1000,50,3,0.05,5,0.1,526.3192239170894,9.580463741914258,0.965,3.655544080771506,6.336095497969823,0.998
25,10,1000,10,3,0.05,5,0.1,671.5622020550072,7.741500439131915,0.962,3.298116742167622,13.79267360384646,0.876
76,200,1000,30,3,0.05,5,0.1,612.3288389532827,11.5837357646377,0.96,3.5094478661194444,7.227984112725289,0.995
34,30,1000,10,3,0.05,5,0.1,749.4582475209609,11.879646582250803,0.956,3.5083122537471354,9.77984524637792,0.819
73,50,1000,10,3,0.05,5,0.1,483.1142692309804,7.062204740624302,0.969,3.294743254315108,8.481843366552203,0.998
97,30,1000,30,3,0.05,5,0.1,1413.089002640918,10.396519598429975,0.966,3.0543262069113553,12.333000610883696,0.703
25,100,1000,30,3,0.05,5,0.1,706.1965766823851,7.561509204732896,0.967,3.2087082332000136,7.417546783326448,0.998
46,50,1000,10,3,0.05,5,0.1,504.57027104124427,8.938674301371446,0.955,3.149674393236637,7.183221612860517,0.993
347,100,1000,10,3,0.05,5,0.1,501.1725097410381,11.605405896605951,0.962,3.276450965553522,5.265917287806343,0.99
6,10,1000,10,3,0.05,5,0.1,965.491100348998,9.072649403715536,0.965,3.307983168866486,16.343807140121683,0.468
88,10,1000,30,3,0.05,5,0.1,7937.424606074113,13.693934541869854,0.42,3.3826546161435544,12.771956187270217,0.353
382,30,1000,50,3,0.05,5,0.1,1913.4440119862556,11.500291288227489,0.941,3.130645237863064,13.87046977943226,0.575
64,10,1000,10,3,0.05,5,0.1,800.4516552258283,9.337749018558966,0.971,3.2473209970630705,14.204795687486646,0.634
14,200,1000,50,3,0.05,5,0.1,749.4688267698511,9.96685809804998,0.964,2.807481164112687,5.80697191382581,0.997
37,100,1000,10,3,0.05,5,0.1,846.4655364188366,13.861202103985176,0.956,3.26994122704491,7.216422188228849,0.879
100,10,1000,10,3,0.05,5,0.1,682.6042829463258,7.981723685749447,0.948,3.207505906932056,14.65406398496863,0.847
64,200,1000,10,3,0.05,5,0.1,524.3351035811938,10.401036506306736,0.967,3.607310988008976,4.677937698140239,0.998
51,10,1000,10,3,0.05,5,0.1,890.9170126440004,9.601480350666463,0.948,3.164793854113668,16.357109904104245,0.598
97,200,1000,50,3,0.05,5,0.1,622.1338066300377,12.19392271233384,0.984,3.549551998730749,6.635809481110247,0.926
47,100,1000,50,3,0.05,5,0.1,666.2221092837863,7.437162563328288,0.969,3.380861759185791,9.166991624996516,0.997
76,100,1000,10,3,0.05,5,0.1,488.1980661242269,11.35407843530146,0.958,3.301263545639813,6.650686481926219,0.997
55,200,1000,50,3,0.05,5,0.1,606.7090834612027,9.968452113273376,0.963,3.780566349159926,6.097040878012202,0.995
85,100,1000,50,3,0.05,5,0.1,867.7141104200855,11.12834176745455,0.961,3.905434011016041,7.302829327474416,0.948
40,30,1000,10,3,0.05,5,0.1,693.4873092314228,9.712412063291527,0.956,3.309990243986249,9.910156473923314,0.972
91,50,1000,30,3,0.05,5,0.1,770.2883668211289,10.45628133247858,0.972,3.368661016225815,9.296170587718564,0.899
384,50,1000,50,3,0.05,5,0.1,869.823918107897,9.765942462627178,0.956,3.372638113796711,9.38546733564768,0.903
32,50,1000,10,3,0.05,5,0.1,492.1563536687754,8.115301267746696,0.963,3.5750788720324636,6.982350141675767,0.998
25,200,1000,10,3,0.05,5,0.1,489.5906396098435,7.517880374999075,0.964,3.2251605172641575,4.142377712693834,0.998
75,30,1000,10,3,0.05,5,0.1,640.0619027540088,12.205921623673031,0.962,3.405454784166068,10.307083721850551,0.899
50,10,1000,10,3,0.05,5,0.1,1374.8537706257775,11.803054581831288,0.917,3.255683757830411,11.98080639511703,0.605
33,200,1000,30,3,0.05,5,0.1,646.8193930718116,9.189937850064933,0.957,3.6009583538398147,5.619189990885659,0.992
60,100,1000,30,3,0.05,5,0.1,952.656339880079,8.289299733952896,0.967,3.4222795981913805,7.905845812650031,0.987
302,100,1000,10,3,0.05,5,0.1,467.6126830726862,9.678839257935728,0.947,3.1119416393339634,4.8210489272343064,0.998
65,10,1000,10,3,0.05,5,0.1,1057.413686431013,10.34005270457471,0.952,3.2977039851248264,17.543894155614073,0.57
1,200,1000,50,3,0.05,5,0.1,624.6156709436327,9.33242332681039,0.978,3.648729270324111,7.616063093646304,0.998
72,200,1000,30,3,0.05,5,0.1,795.390753258951,7.215847436687164,0.972,3.5115901338867843,5.417161239632931,0.998
74,30,1000,10,3,0.05,5,0.1,816.0963860680349,13.442344099987222,0.962,3.299054715782404,9.101162813378972,0.848
33,50,1000,10,3,0.05,5,0.1,469.595104384236,9.858986879497198,0.956,3.6598181389272217,6.651871281350577,0.993
385,50,1000,50,3,0.05,5,0.1,927.3801518939435,9.442777601556475,0.967,3.3834574557840824,9.546802669289626,0.916
343,100,1000,10,3,0.05,5,0.1,485.21175596117973,7.413766313733187,0.965,3.4087730534374714,6.806306435341606,0.998
21,100,1000,30,3,0.05,5,0.1,1018.6296968893148,15.219259788732586,0.953,3.3434549793601036,10.501462179220018,0.949
41,30,1000,10,3,0.05,5,0.1,746.0026502273977,9.32902965533166,0.947,3.2672589160501957,9.728628971079068,0.933
90,50,1000,30,3,0.05,5,0.1,900.0073578162119,10.843296036134037,0.953,3.2950155292637646,9.22598309942768,0.915
24,10,1000,10,3,0.05,5,0.1,839.6006141919643,10.518043272145889,0.934,3.3166274232789874,16.217989155723444,0.539
33,100,1000,10,3,0.05,5,0.1,479.53209947701544,9.656105754622695,0.96,3.467296749353409,4.811156596902508,0.997
10,200,1000,50,3,0.05,5,0.1,713.8513220460154,7.811781406527684,0.982,3.582319750916213,5.575264547101751,0.998
87,10,1000,30,3,0.05,5,0.1,1948.3666904140264,12.380790783911303,0.935,3.163862750865519,17.258647398547204,0.411
9,10,1000,10,3,0.05,5,0.1,1563.2682159519754,9.417919892873568,0.937,3.2768551548942924,17.983160628699896,0.442
43,100,1000,50,3,0.05,5,0.1,636.3192336251959,10.021364562263877,0.956,2.828005093615502,7.86633799618266,0.981
93,200,1000,50,3,0.05,5,0.1,523.85095594218,13.171056839719542,0.958,3.4459134778007865,8.310934441753984,0.992
11,10,1000,10,3,0.05,5,0.1,888.6395529718138,10.930739314225391,0.953,3.3895323132164776,13.996643895764567,0.631
49,50,1000,10,3,0.05,5,0.1,510.9793065460399,8.294566127793907,0.963,3.28425131412223,8.78910339820799,0.997
60,200,1000,10,3,0.05,5,0.1,464.20056832488626,8.991557258874016,0.973,3.651826282031834,5.971039269577489,0.998
98,30,1000,30,3,0.05,5,0.1,1205.6469479971563,8.546995439201831,0.976,3.351051825098694,13.449203318801471,0.901
7,10,1000,10,3,0.05,5,0.1,941.0870912121608,10.823458524469268,0.96,3.2482228791341186,13.0947544422902,0.743
81,100,1000,50,3,0.05,5,0.1,763.5184354698285,10.15796205160508,0.971,2.7951412298716605,9.973464669553383,0.983
51,200,1000,50,3,0.05,5,0.1,625.6323559531011,10.049697398025614,0.96,3.726021558977663,4.741659111741012,0.99
72,100,1000,10,3,0.05,5,0.1,536.971402971074,7.605492682422272,0.972,3.240218553226441,6.406672435799066,0.998
383,30,1000,50,3,0.05,5,0.1,1050.6795421428978,11.52763513656059,0.957,3.121839962899685,14.802010761341412,0.812
89,10,1000,30,3,0.05,5,0.1,2128.940554874018,9.28816441950562,0.964,3.2097074477933347,18.611327475913264,0.408
96,30,1000,30,3,0.05,5,0.1,1180.673946805764,13.927347966303762,0.964,3.2616786952130497,16.290435367795357,0.753
47,50,1000,10,3,0.05,5,0.1,492.30555432708934,7.454111999549678,0.967,3.190010061021894,10.474673781947416,0.996
72,50,1000,10,3,0.05,5,0.1,567.946364433039,7.585937226974235,0.963,3.4746651258319616,8.65303678456262,0.991
21,200,1000,10,3,0.05,5,0.1,568.7191309896298,15.259965085371594,0.954,3.78740209992975,7.824915250033273,0.993
35,30,1000,10,3,0.05,5,0.1,713.0265896976925,12.768364932686222,0.971,3.3719210186973214,14.200556969360871,0.84
307,50,1000,50,3,0.05,5,0.1,1609.8212626576424,10.30028673686044,0.947,3.3319393172860146,17.14579393110014,0.505
55,30,1000,30,3,0.05,5,0.1,891.9744052719325,9.860761346461867,0.966,3.196690334007144,10.168980179362803,0.888
84,50,1000,10,3,0.05,5,0.1,548.79698614683,11.759386309577296,0.979,3.0924264970235527,10.093717342420945,0.987
27,200,1000,30,3,0.05,5,0.1,614.3469224260189,8.691209903986017,0.972,3.4435562710277736,7.857269736059619,0.992
12,50,1000,30,3,0.05,5,0.1,1113.236505554989,9.6289888420198,0.969,3.235972694121301,10.508090007986198,0.94
340,30,1000,50,3,0.05,5,0.1,1417.890922088176,7.592143706427922,0.973,3.3975462950766087,14.062552063197478,0.688
27,50,1000,30,3,0.05,5,0.1,880.3631185009144,7.742806646104953,0.972,3.860256442800164,12.70573816434895,0.894
375,30,1000,50,3,0.05,5,0.1,955.0527189038694,10.329715342246296,0.928,3.439769499003887,11.811223378975397,0.726
100,200,1000,50,3,0.05,5,0.1,671.589465057943,6.972856972494707,0.974,2.8234746549278498,5.96242627798205,0.998
60,30,1000,30,3,0.05,5,0.1,1463.4462958602237,8.414178813692816,0.963,3.1172572881914675,16.8339330072312,0.56
316,100,1000,10,3,0.05,5,0.1,463.719182126224,8.624535991008427,0.974,3.4001329243183136,5.044306522331827,0.998
74,100,1000,30,3,0.05,5,0.1,1020.0662135151216,13.851089338980708,0.968,2.84307660209015,13.430413754999126,0.85
7,100,1000,50,3,0.05,5,0.1,884.3504119506106,12.088425832756725,0.962,3.4443623470142484,6.981363382026,0.981
71,10,1000,30,3,0.05,5,0.1,8680.223320255987,11.724816966433371,0.598,3.5729836118407547,14.126280343767451,0.397
66,200,1000,30,3,0.05,5,0.1,968.486011498142,13.433938616727168,0.97,3.4387955549173057,7.882740511469908,0.932
29,50,1000,30,3,0.05,5,0.1,1095.3367348131724,9.85324647234672,0.943,3.3138945740647614,12.044555350107403,0.864
35,100,1000,30,3,0.05,5,0.1,894.7325553069822,13.268951422121203,0.97,3.4223974202759564,10.33278509993409,0.967
