seed,N,n,p,K,r,m,phi,spatial_svd_time,spatial_svd_err,spatial_svd_acc,vanilla_svd_time,vanilla_svd_err,vanilla_svd_acc
1,200,1000,30,3,0.05,5,0.1,691.8560631461442,9.85466953187846,0.978,3.4807127537205815,7.46096272970084,0.998
60,100,1000,50,3,0.05,5,0.1,808.7887496482581,7.35085711304274,0.975,3.4655147953890264,8.268675744874967,0.97
43,200,1000,10,3,0.05,5,0.1,558.12593495287,9.352182778725693,0.967,2.802136166021228,4.707528400556254,0.997
93,100,1000,10,3,0.05,5,0.1,460.42453250987455,12.595233895827826,0.959,3.4186520050279796,8.893274389184919,0.995
328,50,1000,10,3,0.05,5,0.1,473.32784927636385,10.649804330385896,0.978,3.3898222595453262,9.748137985824451,0.962
370,10,1000,10,3,0.05,5,0.1,892.4758391045034,10.623019992433669,0.929,3.484922006726265,14.916265782487212,0.63
10,100,1000,10,3,0.05,5,0.1,475.1157606830821,7.424649342678117,0.982,3.744393347296864,4.711704808295493,0.998
33,200,1000,50,3,0.05,5,0.1,642.2725109159946,8.907902556343343,0.962,3.576749332714826,5.277788587792675,0.998
345,10,1000,10,3,0.05,5,0.1,1224.1235912181437,10.234067211435194,0.939,3.3541170321404934,17.307834585470992,0.472
90,50,1000,50,3,0.05,5,0.1,1117.886782465037,11.79269085331847,0.954,3.4382816068828106,11.777548874673736,0.839
313,50,1000,10,3,0.05,5,0.1,736.27451223135,8.914300494128092,0.963,3.338533364236355,12.800709350042684,0.918
21,100,1000,50,3,0.05,5,0.1,983.7752022710628,15.157128054266703,0.955,3.506440716329962,11.27542015646554,0.935
354,30,1000,10,3,0.05,5,0.1,837.892914172262,10.317102264183294,0.965,3.216549340635538,8.175916295939588,0.906
385,50,1000,30,3,0.05,5,0.1,1000.0686408057808,9.31172355450788,0.975,3.699781715869904,9.86945480524283,0.946
361,30,1000,10,3,0.05,5,0.1,756.0143601000309,12.518893588630151,0.961,3.1623846255242825,16.176689440938024,0.751
326,50,1000,10,3,0.05,5,0.1,468.2614705860615,8.786605836245682,0.955,3.3766401074826717,7.681576592490995,0.994
72,200,1000,50,3,0.05,5,0.1,720.381811758969,7.529315031802382,0.969,3.4437770871445537,5.881397824648893,0.998
81,200,1000,10,3,0.05,5,0.1,456.5012333202176,10.22565751781339,0.971,3.264741966035217,6.489501922345343,0.998
51,100,1000,10,3,0.05,5,0.1,444.8648577718995,10.088033574669009,0.947,3.5446117580868304,7.1709866423772874,0.997
65,50,1000,10,3,0.05,5,0.1,661.9650733880699,12.121424682288724,0.957,3.255240144673735,11.82411269791742,0.936
22,30,1000,10,3,0.05,5,0.1,819.8215834489092,11.809441288216576,0.942,3.271448981948197,14.55413992574646,0.769
394,30,1000,50,3,0.05,5,0.1,1254.5243260227144,12.494562810636868,0.959,3.2839369624853134,15.388109603841349,0.519
17,30,1000,10,3,0.05,5,0.1,2216.864574809093,14.872163452870629,0.927,3.2307589617557824,10.737272588712033,0.402
50,50,1000,10,3,0.05,5,0.1,639.5687093189918,12.150388578216145,0.954,3.309609588701278,8.88336470075698,0.818
81,30,1000,30,3,0.05,5,0.1,1029.6696219430305,9.83594541387518,0.971,3.3298184708692133,13.580572231475418,0.857
19,30,1000,10,3,0.05,5,0.1,828.633198666852,10.142931379847475,0.973,3.766711360309273,14.673326808297034,0.816
90,10,1000,30,3,0.05,5,0.1,2123.788503485732,10.0643039520505,0.918,3.2826008489355445,15.52928006205247,0.455
1,30,1000,10,3,0.05,5,0.1,467.5654124910943,9.240480661936814,0.977,3.2892488441430032,10.28099344113862,0.907
33,10,1000,10,3,0.05,5,0.1,644.6466942890547,9.433222465653865,0.946,3.2620550082065165,12.208569569749196,0.774
49,10,1000,10,3,0.05,5,0.1,741.295452577062,8.721128607198152,0.972,3.232046207878738,20.268010594623245,0.587
11,50,1000,10,3,0.05,5,0.1,479.0048744692467,12.65565404991095,0.977,3.0703607690520585,7.999929000431211,0.959
87,50,1000,30,3,0.05,5,0.1,804.3921934366226,12.566741216203248,0.956,3.2328328513540328,8.888032640000215,0.882
56,30,1000,10,3,0.05,5,0.1,5279.841993242968,9.65766333263541,0.879,3.3722943919710815,10.34280338434021,0.618
9,50,1000,10,3,0.05,5,0.1,801.2635814356618,13.156908121831092,0.966,3.2669706512242556,13.763315727999158,0.549
63,30,1000,10,3,0.05,5,0.1,505.831376704853,10.345094047258488,0.969,3.370984355919063,10.864224154637052,0.939
24,50,1000,10,3,0.05,5,0.1,655.577875285875,10.893805677540318,0.956,3.3444358091801405,7.697763297023671,0.977
72,10,1000,10,3,0.05,5,0.1,877.9131534509361,7.368463755336669,0.96,3.252626916859299,14.280500499197428,0.795
47,10,1000,10,3,0.05,5,0.1,702.7207387317903,7.642422965551639,0.967,3.3301619640551507,16.396924688871213,0.825
58,30,1000,10,3,0.05,5,0.1,855.2373843840323,12.96595046707642,0.954,3.230498014949262,11.342194263286158,0.815
7,50,1000,10,3,0.05,5,0.1,610.0664156801067,11.851018097570192,0.952,3.921587138902396,7.228998738082956,0.982
89,50,1000,30,3,0.05,5,0.1,907.7458326420748,9.456379680462945,0.968,3.3823484131135046,8.175445672379718,0.942
99,200,1000,50,3,0.05,5,0.1,853.3069076118991,13.262420655789064,0.95,3.5698679480701685,9.005332694487382,0.943
49,100,1000,50,3,0.05,5,0.1,769.1043926379643,8.417541350094167,0.972,3.538878818973899,8.316577952356814,0.997
38,30,1000,30,3,0.05,5,0.1,1094.9434004393406,9.553775548863102,0.959,3.51862569199875,17.389700563858234,0.593
27,10,1000,30,3,0.05,5,0.1,2203.1357172629796,9.331944334545716,0.938,3.3125128713436425,22.219832133762345,0.359
12,10,1000,30,3,0.05,5,0.1,1853.9930825498889,9.022103002419474,0.955,3.2581896502524614,19.136410662514688,0.506
39,100,1000,10,3,0.05,5,0.1,570.9734151870944,12.851907279822756,0.95,3.733020789921284,9.318489390687756,0.963
318,30,1000,50,3,0.05,5,0.1,1351.4909364394844,6.54456463675521,0.974,3.532084558159113,16.097158432515247,0.753
307,10,1000,50,3,0.05,5,0.1,5221.347524240613,16.961787063374995,0.604,3.450087483972311,15.367282574331677,0.522
84,10,1000,10,3,0.05,5,0.1,891.2896252269857,8.338391307426544,0.962,3.3292231229133904,19.277109070629855,0.481
316,30,1000,50,3,0.05,5,0.1,1131.757201820612,8.301905845025502,0.96,3.3658303134143353,11.643303616254745,0.877
44,50,1000,30,3,0.05,5,0.1,1102.0435415310783,9.37458312801147,0.964,3.5437073837965727,12.246227501561156,0.94
95,30,1000,10,3,0.05,5,0.1,767.3969980347902,12.64037047859868,0.964,3.1466991449706256,12.843319796197251,0.832
4,10,1000,30,3,0.05,5,0.1,2836.551388624124,12.223273408302422,0.871,3.2264013001695275,14.210971432793547,0.446
351,50,1000,50,3,0.05,5,0.1,1032.7702254541218,7.200750784293724,0.973,3.2086548507213593,10.939019500203615,0.981
309,10,1000,50,3,0.05,5,0.1,4763.1876421161,9.729633073518675,0.898,3.243432104587555,15.951018201639718,0.504
36,30,1000,30,3,0.05,5,0.1,942.3068010685964,13.054897587110354,0.957,3.5274302982725203,12.495075481825731,0.67
78,100,1000,10,3,0.05,5,0.1,540.1322144949809,14.072526802959093,0.968,3.413528357166797,7.841269632414636,0.935
29,10,1000,30,3,0.05,5,0.1,1441.7360758590512,9.7783575404774,0.942,3.3207689276896417,17.489806393970863,0.588
323,30,1000,50,3,0.05,5,0.1,963.2406609877944,10.094738231078628,0.934,3.321130085736513,11.951423251706732,0.924
71,50,1000,30,3,0.05,5,0.1,2356.596091152169,13.554522131805127,0.96,3.2562071876600385,12.04061632002907,0.562
308,100,1000,10,3,0.05,5,0.1,569.2887817136943,12.084280100243827,0.954,3.199640456587076,9.192052957684377,0.993
346,10,1000,50,3,0.05,5,0.1,3240.6889501027763,10.00720352998221,0.914,3.188197936862707,16.369707583766377,0.327
53,10,1000,30,3,0.05,5,0.1,1874.0643532318063,9.774303380930991,0.955,3.323984010145068,15.187886367703918,0.548
66,10,1000,30,3,0.05,5,0.1,2910.0506486059166,12.538090218701932,0.86,3.306951755192131,16.787792107892248,0.268
39,200,1000,30,3,0.05,5,0.1,757.3735066987574,12.741416449373428,0.955,3.3474201359786093,8.853463261329642,0.954
79,30,1000,30,3,0.05,5,0.1,1251.5501672108658,10.89822566128858,0.941,3.5925631220452487,14.378261705338888,0.702
373,10,1000,50,3,0.05,5,0.1,3728.294147897512,15.505577774072876,0.693,3.2732120603322983,15.16442364731037,0.39
68,10,1000,30,3,0.05,5,0.1,2154.2804947039112,9.545060754250429,0.953,3.3302869768813252,16.375178342433752,0.458
30,50,1000,30,3,0.05,5,0.1,2079.8123550629243,11.694040593032105,0.914,3.724036600906402,14.432355212804278,0.499
362,30,1000,50,3,0.05,5,0.1,10261.796500094237,9.45105636713284,0.852,3.3205071203410625,12.846823750166491,0.563
325,50,1000,50,3,0.05,5,0.1,1117.5899445787072,12.639552932521172,0.952,3.4572916217148304,11.298437009423896,0.917
77,30,1000,30,3,0.05,5,0.1,2933.6126235201955,12.22308996550745,0.911,3.5159192848950624,12.595284618959171,0.499
349,100,1000,10,3,0.05,5,0.1,469.0029079131782,10.792657080311562,0.965,3.721604146063328,7.19942421193278,0.982
93,50,1000,10,3,0.05,5,0.1,481.47561922995374,12.783497843063715,0.956,3.498889459297061,9.3397107177557,0.957
310,50,1000,50,3,0.05,5,0.1,1139.536926921457,11.761625471388117,0.961,3.3620474748313427,11.878726420425693,0.774
42,30,1000,30,3,0.05,5,0.1,756.6910974849015,8.472142627569802,0.96,3.148089839145541,13.008617435640554,0.831
348,10,1000,50,3,0.05,5,0.1,2816.240790758282,10.94988320706596,0.82,3.513271726667881,15.18590545344677,0.397
78,200,1000,30,3,0.05,5,0.1,744.3609748510644,13.505865610557574,0.971,2.8256850908510387,8.182328339756475,0.892
357,30,1000,50,3,0.05,5,0.1,2007.8105148598552,12.359242503818038,0.904,3.3973876908421516,10.985613479646869,0.69
76,200,1000,10,3,0.05,5,0.1,486.3547247960232,11.005018327431618,0.961,3.389616920147091,7.405891761523076,0.998
85,200,1000,50,3,0.05,5,0.1,780.3991812081076,10.317592070970248,0.975,3.4953918270766735,6.407557440738195,0.98
55,100,1000,50,3,0.05,5,0.1,901.6747798691504,9.888092429029609,0.967,2.8122282889671624,8.06698679200799,0.967
34,30,1000,30,3,0.05,5,0.1,1576.3565378631463,10.62736387034366,0.953,3.3955508158542216,13.492877084358256,0.538
366,50,1000,50,3,0.05,5,0.1,920.27995429188,11.807259230358682,0.948,3.3244750015437603,8.059963412735186,0.812
321,30,1000,50,3,0.05,5,0.1,3122.8324872404337,14.488593637125597,0.363,3.2748793736100197,13.345369837977625,0.503
73,50,1000,30,3,0.05,5,0.1,979.6539581753314,7.079139313752242,0.974,3.2417008010670543,10.84981001806502,0.964
97,30,1000,10,3,0.05,5,0.1,657.259117430076,11.665682687648305,0.974,3.18310490809381,8.422144851001198,0.888
314,30,1000,50,3,0.05,5,0.1,1295.5753738619387,13.015488281264432,0.963,3.3082610704004765,17.69291717340909,0.607
46,50,1000,30,3,0.05,5,0.1,869.4853770779446,9.552519002983786,0.958,3.069622552022338,11.507122284174722,0.964
25,100,1000,10,3,0.05,5,0.1,476.4781407471746,7.383966824515952,0.963,3.148480636999011,5.3902795277431315,0.998
6,10,1000,30,3,0.05,5,0.1,1762.3629409950229,8.38602630024713,0.946,3.319517670199275,17.672689082811573,0.405
353,50,1000,50,3,0.05,5,0.1,1189.0404319874942,8.177176430029446,0.954,3.2528895400464535,10.951386164390527,0.986
88,10,1000,10,3,0.05,5,0.1,2678.356915513985,13.109836039857283,0.525,3.324399068020284,12.669393051405471,0.334
10,10,1000,30,3,0.05,5,0.1,1678.096589196939,7.79820981811406,0.962,3.2238794211298227,20.254520323532528,0.389
48,50,1000,30,3,0.05,5,0.1,762.5003391918726,9.304270017062713,0.957,3.489991284906864,8.444189861949102,0.978
99,30,1000,10,3,0.05,5,0.1,886.6424684310332,11.939249148049385,0.938,3.2317373077385128,10.440829076305166,0.861
86,10,1000,10,3,0.05,5,0.1,835.1461344878189,8.895137852574551,0.958,3.245134050026536,13.285482660638522,0.748
8,10,1000,30,3,0.05,5,0.1,1613.8859150479548,7.515291153699376,0.969,3.3740151561796665,19.310562338195343,0.489
14,100,1000,50,3,0.05,5,0.1,897.460180841852,9.679705478374249,0.956,3.9696292667649686,7.768695060824899,0.988
305,10,1000,50,3,0.05,5,0.1,1429.0742944814265,8.350563185592145,0.951,3.346090842038393,19.398256655022507,0.585
37,200,1000,10,3,0.05,5,0.1,639.061943703331,14.190724959575524,0.966,3.325469174887985,7.414648486572511,0.773
368,50,1000,50,3,0.05,5,0.1,708.9002453573048,8.234108848599544,0.978,3.338016413152218,11.00451024404714,0.935
64,100,1000,10,3,0.05,5,0.1,476.2819855590351,10.30563409909205,0.969,3.3131604501977563,4.635889640393112,0.987
47,200,1000,50,3,0.05,5,0.1,629.4489398747683,7.1720813536783234,0.972,3.766982958652079,6.676709865985507,0.998
97,100,1000,50,3,0.05,5,0.1,820.992994514294,11.24430556697492,0.964,3.3808661261573434,7.133550805118448,0.906
25,10,1000,30,3,0.05,5,0.1,1109.5626343339682,8.514026618104852,0.964,3.3116679000668228,20.890545648827636,0.483
312,50,1000,50,3,0.05,5,0.1,822.842210419476,8.496364966333335,0.957,3.4363409504294395,10.56730825873508,0.95
40,30,1000,30,3,0.05,5,0.1,855.5989881129935,10.241962214533652,0.954,3.7584001570940018,12.475654166310957,0.907
314,100,1000,10,3,0.05,5,0.1,609.2507533282042,16.020042895757015,0.98,3.374036520719528,6.548335821864339,0.91
76,100,1000,30,3,0.05,5,0.1,566.5809593820013,11.279120752969726,0.961,3.4759149816818535,8.447159564851749,0.976
91,50,1000,10,3,0.05,5,0.1,789.0955606140196,10.75787470539118,0.972,3.3492881571874022,10.716018270367254,0.93
355,30,1000,50,3,0.05,5,0.1,2732.9137639924884,10.803755242276086,0.926,3.349090471863746,12.144518468340957,0.66
32,50,1000,30,3,0.05,5,0.1,838.1889940528199,7.095494574056068,0.977,3.367271210066974,9.392463217573743,0.986
25,200,1000,30,3,0.05,5,0.1,682.3177856323309,7.571587644125641,0.965,3.412395963910967,5.606979991007814,0.998
327,50,1000,50,3,0.05,5,0.1,1080.041042353958,7.085699538850294,0.961,3.530845742672682,9.905029193242427,0.948
75,30,1000,30,3,0.05,5,0.1,1518.0511769759469,12.157747905240912,0.965,3.4040830936282873,12.396830380700626,0.657
64,10,1000,30,3,0.05,5,0.1,1434.676817877218,8.694125441741503,0.948,3.2130767819471657,18.5717004261746,0.499
371,10,1000,50,3,0.05,5,0.1,2377.055302146822,10.975351803824402,0.876,3.4692832864820957,17.654376943834226,0.513
37,100,1000,30,3,0.05,5,0.1,972.9785189367832,13.934085969614786,0.953,3.397889669984579,8.439375115126474,0.837
355,100,1000,10,3,0.05,5,0.1,705.5372850522399,12.241871196483029,0.94,3.694406285881996,8.400373686981117,0.844
100,10,1000,30,3,0.05,5,0.1,1243.3863372267224,8.376921252580798,0.966,3.3944343393668532,18.376906960623412,0.642
344,10,1000,50,3,0.05,5,0.1,1420.2349673099816,7.797273070557943,0.952,3.160644132643938,18.738918880487788,0.533
51,10,1000,30,3,0.05,5,0.1,1599.550147715956,10.534342501331126,0.948,3.203096258919686,18.000162588359952,0.547
64,200,1000,30,3,0.05,5,0.1,793.3189398287795,10.022040383514929,0.972,3.381210806313902,6.03238965277263,0.981
5,100,1000,50,3,0.05,5,0.1,784.2841769726947,9.062955213701157,0.96,3.3569367709569633,8.730187390804266,0.988
41,100,1000,50,3,0.05,5,0.1,781.4513290231116,10.438533012471964,0.948,3.433624804019928,9.750361801930625,0.953
31,10,1000,10,3,0.05,5,0.1,893.1244795606472,9.385455349893263,0.955,3.458344868849963,14.906284337896434,0.725
91,200,1000,50,3,0.05,5,0.1,756.7583964648657,10.901571477087993,0.962,3.3220537872985005,5.77775781907881,0.935
69,50,1000,10,3,0.05,5,0.1,485.98550817370415,7.087679299223398,0.975,3.3759938860312104,7.231832889502506,0.998
62,200,1000,10,3,0.05,5,0.1,468.1603236878291,12.12593775543039,0.978,3.669237172231078,8.08913326668822,0.998
398,30,1000,50,3,0.05,5,0.1,962.7547367438674,9.32317695505497,0.981,3.9361252561211586,13.408455006477816,0.838
31,100,1000,10,3,0.05,5,0.1,537.6411127769388,10.238744361626832,0.969,3.3767979741096497,6.3128663353303525,0.998
12,200,1000,50,3,0.05,5,0.1,712.0368042378686,9.615887252433346,0.967,3.6556299487128854,6.977644476168085,0.997
92,10,1000,30,3,0.05,5,0.1,4244.873903465923,13.436737206701467,0.923,3.5460920557379723,15.36089627395396,0.26
3,30,1000,10,3,0.05,5,0.1,725.1677914392203,11.473440305320656,0.968,3.287194103933871,15.853059316561293,0.764
15,30,1000,10,3,0.05,5,0.1,583.3376590916887,9.504880648654195,0.97,3.3788261860609055,9.55247144075508,0.934
396,30,1000,50,3,0.05,5,0.1,1884.9230755157769,10.415853035588627,0.918,3.232610270380974,16.819175479825617,0.491
23,200,1000,10,3,0.05,5,0.1,569.9273416101933,10.263307107670068,0.94,3.271666497923434,5.253081855400743,0.959
389,10,1000,50,3,0.05,5,0.1,1464.5689713470638,10.186202758516798,0.933,3.2904683016240597,20.875665168469013,0.464
83,30,1000,30,3,0.05,5,0.1,5142.370049320161,10.664600177507465,0.851,3.1109536518342793,14.454363287250118,0.446
52,50,1000,10,3,0.05,5,0.1,438.14682809310034,8.340635910749722,0.963,3.593500596936792,7.929840984801133,0.996
67,50,1000,10,3,0.05,5,0.1,451.36266646394506,9.619792331004824,0.964,3.7426890158094466,9.132898675563151,0.997
400,30,1000,30,3,0.05,5,0.1,2359.1255536712706,10.716924695332011,0.899,3.1029216088354588,13.756537466410858,0.504
20,30,1000,10,3,0.05,5,0.1,651.6435370477848,11.000076400416429,0.955,3.7076204726472497,9.97597202459592,0.892
83,100,1000,50,3,0.05,5,0.1,2205.407800096087,11.20890760930392,0.872,3.5844324468635023,13.910603941390296,0.678
53,200,1000,50,3,0.05,5,0.1,577.8584669358097,12.496164756428504,0.978,2.8247589198872447,5.758140421691547,0.899
70,100,1000,10,3,0.05,5,0.1,459.409227093216,10.28272082725683,0.959,3.645879942923784,5.1988918072142205,0.998
3,200,1000,50,3,0.05,5,0.1,798.4116851892322,11.774946204301372,0.969,3.61476445896551,6.533573318972693,0.882
45,10,1000,10,3,0.05,5,0.1,2619.566148708109,9.543869747372796,0.869,3.1645974619314075,12.186686405637548,0.545
62,100,1000,30,3,0.05,5,0.1,936.1132682668976,12.012264416166234,0.972,3.4308855356648564,9.699995192773478,0.977
5,50,1000,10,3,0.05,5,0.1,453.9182636830956,9.50186990526755,0.963,3.3206074167974293,7.6911243647606895,0.993
31,200,1000,30,3,0.05,5,0.1,603.750931234099,10.099458856468468,0.969,3.761369285173714,7.230614878120475,0.998
70,10,1000,10,3,0.05,5,0.1,702.6269838567823,9.216559023219723,0.949,3.4590319278649986,12.196041607009438,0.826
28,50,1000,10,3,0.05,5,0.1,506.3432410559617,8.890391759812884,0.958,3.444125393871218,8.75653181858809,0.988
61,30,1000,10,3,0.05,5,0.1,507.5972467660904,8.350272513281805,0.968,3.253172791097313,8.19389025164307,0.982
341,100,1000,10,3,0.05,5,0.1,587.8879292868078,10.471700236993428,0.971,3.406279854476452,8.90836129083063,0.997
23,100,1000,30,3,0.05,5,0.1,973.9938892913052,11.219881674830466,0.944,3.35562285175547,8.83996432188156,0.958
26,50,1000,10,3,0.05,5,0.1,455.2612233781256,7.8871830511286944,0.959,3.084081016946584,8.458393052720838,0.998
390,50,1000,50,3,0.05,5,0.1,1931.7410125657916,11.169725002868557,0.962,3.983700361102819,12.9249480875756,0.479
13,50,1000,10,3,0.05,5,0.1,1158.6088199065998,13.340661034918677,0.905,3.4822831321507692,13.333654818433184,0.611
54,30,1000,10,3,0.05,5,0.1,524.3963540559635,9.51766842271902,0.983,3.267597069963813,7.843092153093771,0.964
85,50,1000,30,3,0.05,5,0.1,1128.818723408971,10.160115650304393,0.969,3.2426032377406955,8.826074311257445,0.887
70,200,1000,30,3,0.05,5,0.1,533.5219888789579,9.696993466519745,0.961,2.8147829598747194,4.599354017991387,0.998
94,30,1000,50,3,0.05,5,0.1,1810.5623441250063,9.050338236877309,0.959,3.6900580199435353,13.451181991757412,0.629
317,30,1000,10,3,0.05,5,0.1,581.6231442838907,9.761434263486994,0.959,3.363157708197832,10.360828555320143,0.901
350,50,1000,10,3,0.05,5,0.1,515.4098932445049,14.931847883000817,0.966,3.1610113717615604,7.753812074930652,0.888
308,10,1000,10,3,0.05,5,0.1,1169.7950097173452,9.710968651986544,0.939,3.213201977312565,16.946551763262402,0.592
381,30,1000,30,3,0.05,5,0.1,1475.972648318857,10.45799071711137,0.972,3.271169289946556,13.77857301281089,0.473
365,50,1000,10,3,0.05,5,0.1,465.5022003650665,8.099726386993883,0.966,3.2020911872386932,9.379721449990368,0.99
322,30,1000,10,3,0.05,5,0.1,453.9147347807884,11.295533597840516,0.952,3.2012979462742805,7.759953559896126,0.886
333,10,1000,10,3,0.05,5,0.1,904.7376318499446,10.530271068564454,0.959,3.290498286485672,15.199946156527956,0.646
319,30,1000,10,3,0.05,5,0.1,691.6833992786705,10.456578033078982,0.973,3.345326066017151,10.941149859292294,0.897
390,10,1000,30,3,0.05,5,0.1,2458.171715874225,9.207983743037753,0.917,3.549469791352749,17.903427829191166,0.346
85,10,1000,50,3,0.05,5,0.1,2394.0668232967146,9.924278056347587,0.94,3.436486842110753,15.558417735054665,0.55
306,10,1000,10,3,0.05,5,0.1,944.1345995292068,9.013856561780097,0.87,3.362958375364542,14.343324512267769,0.61
363,30,1000,10,3,0.05,5,0.1,866.2382946461439,11.83931795280558,0.963,3.349530816078186,13.706893519407776,0.785
